event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
TechFusion 2026 - Inter College Fest,"Mumbai, India",adecccc2-d4e1-4f1a-8b2b-77f8a1096d52,2026-01-14,Food & Catering,Stage & Production expense for fest operations,Alka Yagnik,5998.56,equal,10.0,Paresh Rawal|Rahul Tiwari|Shreya Ghoshal|Adnan Sami|Mira Rajput|Kavita Krishnamurthy|Sunidhi Chauhan|Ayaan Khan|Kunal Khanna|Ayaan Khan,"{'Paresh Rawal': 599.86, 'Rahul Tiwari': 599.86, 'Shreya Ghoshal': 599.86, 'Adnan Sami': 599.86, 'Mira Rajput': 599.86, 'Kavita Krishnamurthy': 599.86, 'Sunidhi Chauhan': 599.86, 'Ayaan Khan': 599.86, 'Kunal Khanna': 599.86}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",35cc1cf9-50ff-4ce2-909a-e5c6e3e6415b,2026-01-10,After Party,Volunteer Expense expense for fest operations,Atharva Joshi,2167.83,equal,8.0,Meera Krishnan|Preetam Chakraborty|Alka Yagnik|Divya Mukherjee|Preetam Chakraborty|Saanvi Gupta|Qasim Ali|Kunal Khanna,"{'Meera Krishnan': 270.98, 'Preetam Chakraborty': 270.98, 'Alka Yagnik': 270.98, 'Divya Mukherjee': 270.98, 'Saanvi Gupta': 270.98, 'Qasim Ali': 270.98, 'Kunal Khanna': 270.98}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",9c146b10-5e17-4dc3-ae5e-7f8b058acad7,2026-01-10,Transport,Stage & Production expense for fest operations,Ayaan Khan,7583.99,equal,7.0,Paresh Rawal|Vivaan Mehta|Diljit Dosanjh|Pooja Bhattacharya|Kiara Advani|Atharva Joshi|Saanvi Gupta,"{'Paresh Rawal': 1083.43, 'Vivaan Mehta': 1083.43, 'Diljit Dosanjh': 1083.43, 'Pooja Bhattacharya': 1083.43, 'Kiara Advani': 1083.43, 'Atharva Joshi': 1083.43, 'Saanvi Gupta': 1083.43}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",cd9ec2d7-e02a-4127-9275-72ee1edec241,2026-01-15,Equipment Rental,Sponsorship Expense expense for fest operations,Reyansh Gupta,265.7,equal,14.0,Aanya Singh|Shreya Ghoshal|Ayaan Khan|Pooja Bhattacharya|Qasim Ali|Paresh Rawal|Lokesh Rahul|Enrique D'Cruz|Yami Gautam|Sonu Nigam|Kiara Advani|Dev Anand|Yami Gautam|Alka Yagnik,"{'Aanya Singh': 18.98, 'Shreya Ghoshal': 18.98, 'Ayaan Khan': 18.98, 'Pooja Bhattacharya': 18.98, 'Qasim Ali': 18.98, 'Paresh Rawal': 18.98, 'Lokesh Rahul': 18.98, ""Enrique D'Cruz"": 18.98, 'Yami Gautam': 18.98, 'Sonu Nigam': 18.98, 'Kiara Advani': 18.98, 'Dev Anand': 18.98, 'Alka Yagnik': 18.98}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",4ea26574-2f25-46c3-8f09-7a240f4c2094,2026-01-10,Volunteer Expense,After Party expense for fest operations,Anjali Soni,6368.34,unequal_percentage,9.0,Preetam Chakraborty|Sachin Tendulkar|Vijaya Balan|Reyansh Gupta|Kiara Advani|Sunidhi Chauhan|Pooja Bhattacharya|Kavita Krishnamurthy|Enrique D'Cruz,"{'Preetam Chakraborty': 1082.62, 'Sachin Tendulkar': 1042.0, 'Vijaya Balan': 803.24, 'Reyansh Gupta': 462.68, 'Kiara Advani': 720.12, 'Sunidhi Chauhan': 408.39, 'Pooja Bhattacharya': 1046.25, 'Kavita Krishnamurthy': 90.06, ""Enrique D'Cruz"": 712.98}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",08755427-bf92-457b-aa4a-0df4fc4b4bd7,2026-01-14,Transport,Equipment Rental expense for fest operations,Priya Rao,1088.57,equal,6.0,Alka Yagnik|Mira Rajput|Myra Mehta|Armaan Malik|Lakshmi Nambiar|Saanvi Gupta,"{'Alka Yagnik': 181.43, 'Mira Rajput': 181.43, 'Myra Mehta': 181.43, 'Armaan Malik': 181.43, 'Lakshmi Nambiar': 181.43, 'Saanvi Gupta': 181.43}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",4dbedefd-d574-4f65-9aa4-f4706651e219,2026-01-13,Equipment Rental,Equipment Rental expense for fest operations,Taapsee Pannu,1706.02,unequal_percentage,13.0,Leena Chandavarkar|Lakshmi Nambiar|Pallavi Shah|Ayaan Khan|Udit Narayan|Sonu Nigam|Balram Yadav|Lakshmi Nambiar|Sachin Tendulkar|Vishal Dadlani|Kavya Iyer|Pooja Bhattacharya|Kiara Advani,"{'Leena Chandavarkar': 26.65, 'Lakshmi Nambiar': 326.67, 'Pallavi Shah': 12.67, 'Ayaan Khan': 259.07, 'Udit Narayan': 253.76, 'Sonu Nigam': 45.16, 'Balram Yadav': 186.18, 'Sachin Tendulkar': 14.88, 'Vishal Dadlani': 127.39, 'Kavya Iyer': 7.38, 'Pooja Bhattacharya': 275.05, 'Kiara Advani': 82.53}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",dbf1b7f9-d8d4-4821-9ee6-9f7a7df8cbe7,2026-01-10,Transport,Equipment Rental expense for fest operations,Adnan Sami,7907.32,equal,2.0,Priya Rao|Bharti Gill,"{'Priya Rao': 3953.66, 'Bharti Gill': 3953.66}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",c876d2e0-0d94-42f5-b8b8-b556c756e6a3,2026-01-14,Stage & Production,Sponsorship Expense expense for fest operations,Qasim Ali,8465.37,equal,2.0,Lakshmi Nambiar|Taapsee Pannu,"{'Lakshmi Nambiar': 4232.69, 'Taapsee Pannu': 4232.69}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",26d3c322-048b-481b-ab13-56fecc5d2885,2026-01-10,Transport,Stage & Production expense for fest operations,Paresh Rawal,3978.31,equal,11.0,Shahid Kapoor|Kavya Iyer|Anjali Soni|Vijaya Balan|Varun Bansal|Vijaya Balan|Enrique D'Cruz|Reyansh Gupta|Pallavi Shah|Lakshmi Nambiar|Preetam Chakraborty,"{'Shahid Kapoor': 361.66, 'Kavya Iyer': 361.66, 'Anjali Soni': 361.66, 'Vijaya Balan': 361.66, 'Varun Bansal': 361.66, ""Enrique D'Cruz"": 361.66, 'Reyansh Gupta': 361.66, 'Pallavi Shah': 361.66, 'Lakshmi Nambiar': 361.66, 'Preetam Chakraborty': 361.66}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",1cd786bc-56fa-447d-85eb-b28d5fbf5ca6,2026-01-13,Printing & Merchandise,Equipment Rental expense for fest operations,Divya Mukherjee,8974.94,equal,7.0,Qasim Ali|Kavya Iyer|Myra Mehta|Mira Rajput|Enrique D'Cruz|Pihu Verma|Taapsee Pannu,"{'Qasim Ali': 1282.13, 'Kavya Iyer': 1282.13, 'Myra Mehta': 1282.13, 'Mira Rajput': 1282.13, ""Enrique D'Cruz"": 1282.13, 'Pihu Verma': 1282.13, 'Taapsee Pannu': 1282.13}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",3a96a0f0-f2b2-495b-8784-368dabea1bee,2026-01-14,Accommodation,Volunteer Expense expense for fest operations,Vijaya Balan,5613.71,unequal_percentage,4.0,Shahid Kapoor|Vishal Dadlani|Dev Anand|Balram Yadav,"{'Shahid Kapoor': 974.22, 'Vishal Dadlani': 3231.05, 'Dev Anand': 388.58, 'Balram Yadav': 1019.86}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",1f91a7ab-cb78-496d-b798-5531574771e0,2026-01-13,Accommodation,Stage & Production expense for fest operations,Sonu Nigam,7802.43,equal,7.0,Renu Arora|Kiara Advani|Lakshmi Nambiar|Sunidhi Chauhan|Divya Mukherjee|Varun Bansal|Enrique D'Cruz,"{'Renu Arora': 1114.63, 'Kiara Advani': 1114.63, 'Lakshmi Nambiar': 1114.63, 'Sunidhi Chauhan': 1114.63, 'Divya Mukherjee': 1114.63, 'Varun Bansal': 1114.63, ""Enrique D'Cruz"": 1114.63}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",7a216856-f659-4712-b82f-e990e1625cdf,2026-01-14,Sponsorship Expense,After Party expense for fest operations,Mira Rajput,6451.36,equal,11.0,Kavita Krishnamurthy|Mira Rajput|Qasim Ali|Lakshmi Nambiar|Divya Mukherjee|Qasim Ali|Vishal Dadlani|Urvashi Rautela|Bharti Gill|Vishal Dadlani|Ayaan Khan,"{'Kavita Krishnamurthy': 586.49, 'Mira Rajput': 586.49, 'Qasim Ali': 586.49, 'Lakshmi Nambiar': 586.49, 'Divya Mukherjee': 586.49, 'Vishal Dadlani': 586.49, 'Urvashi Rautela': 586.49, 'Bharti Gill': 586.49, 'Ayaan Khan': 586.49}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",889d59f9-5396-4fba-97df-b691b2cbefeb,2026-01-14,Sponsorship Expense,After Party expense for fest operations,Lokesh Rahul,7075.48,unequal_percentage,14.0,Enrique D'Cruz|Priya Rao|Vandana Luthra|Pihu Verma|Rishaan Nair|Vishal Dadlani|Alka Yagnik|Vishal Dadlani|Divya Mukherjee|Mumtaz Begum|Myra Mehta|Kiara Advani|Mira Rajput|Ayaan Khan,"{""Enrique D'Cruz"": 632.2, 'Priya Rao': 472.29, 'Vandana Luthra': 309.96, 'Pihu Verma': 643.65, 'Rishaan Nair': 244.44, 'Vishal Dadlani': 495.05, 'Alka Yagnik': 498.63, 'Divya Mukherjee': 601.79, 'Mumtaz Begum': 559.34, 'Myra Mehta': 809.18, 'Kiara Advani': 376.21, 'Mira Rajput': 733.24, 'Ayaan Khan': 243.72}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",1f7e5613-c5f1-4c72-8da2-35594f86670e,2026-01-11,Stage & Production,Food & Catering expense for fest operations,Vijaya Balan,6367.77,equal,11.0,Saanvi Gupta|Balram Yadav|Shreya Ghoshal|Leena Chandavarkar|Lakshmi Nambiar|Divya Mukherjee|Rahul Tiwari|Renu Arora|Kiara Advani|Priya Rao|Anjali Soni,"{'Saanvi Gupta': 578.89, 'Balram Yadav': 578.89, 'Shreya Ghoshal': 578.89, 'Leena Chandavarkar': 578.89, 'Lakshmi Nambiar': 578.89, 'Divya Mukherjee': 578.89, 'Rahul Tiwari': 578.89, 'Renu Arora': 578.89, 'Kiara Advani': 578.89, 'Priya Rao': 578.89, 'Anjali Soni': 578.89}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",e51e77dc-4b4f-4ece-9e56-1e106c294200,2026-01-14,Stage & Production,Sponsorship Expense expense for fest operations,Varun Bansal,8391.87,unequal_percentage,14.0,Kavya Iyer|Alka Yagnik|Divya Mukherjee|Qasim Ali|Myra Mehta|Leena Chandavarkar|Priya Rao|Myra Mehta|Mira Rajput|Leena Chandavarkar|Atharva Joshi|Pooja Bhattacharya|Enrique D'Cruz|Kunal Khanna,"{'Kavya Iyer': 793.43, 'Alka Yagnik': 29.28, 'Divya Mukherjee': 711.42, 'Qasim Ali': 197.65, 'Myra Mehta': 1136.94, 'Leena Chandavarkar': 221.77, 'Priya Rao': 532.64, 'Mira Rajput': 818.57, 'Atharva Joshi': 275.32, 'Pooja Bhattacharya': 716.21, ""Enrique D'Cruz"": 1268.39, 'Kunal Khanna': 290.88}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",acb0611e-d0fb-4c20-bfd3-4e3697eadb7b,2026-01-12,Accommodation,Sponsorship Expense expense for fest operations,Balram Yadav,6625.44,equal,7.0,Varun Bansal|Reyansh Gupta|Atharva Joshi|Vijaya Balan|Bharti Gill|Anjali Soni|Urvashi Rautela,"{'Varun Bansal': 946.49, 'Reyansh Gupta': 946.49, 'Atharva Joshi': 946.49, 'Vijaya Balan': 946.49, 'Bharti Gill': 946.49, 'Anjali Soni': 946.49, 'Urvashi Rautela': 946.49}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",4fadca15-0afd-41c5-8e1a-872e8a365cbd,2026-01-13,After Party,Sponsorship Expense expense for fest operations,Pooja Bhattacharya,4074.73,equal,12.0,Sunidhi Chauhan|Myra Mehta|Atharva Joshi|Bharti Gill|Leena Chandavarkar|Aanya Singh|Taapsee Pannu|Saanvi Gupta|Aanya Singh|Enrique D'Cruz|Urvashi Rautela|Mumtaz Begum,"{'Sunidhi Chauhan': 339.56, 'Myra Mehta': 339.56, 'Atharva Joshi': 339.56, 'Bharti Gill': 339.56, 'Leena Chandavarkar': 339.56, 'Aanya Singh': 339.56, 'Taapsee Pannu': 339.56, 'Saanvi Gupta': 339.56, ""Enrique D'Cruz"": 339.56, 'Urvashi Rautela': 339.56, 'Mumtaz Begum': 339.56}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",7f54ed62-6f11-49ef-9fca-c0d0ef6052dd,2026-01-11,Stage & Production,Volunteer Expense expense for fest operations,Kavita Krishnamurthy,6765.55,unequal_percentage,8.0,Rahul Tiwari|Myra Mehta|Paresh Rawal|Dev Anand|Enrique D'Cruz|Kunal Khanna|Vandana Luthra|Balram Yadav,"{'Rahul Tiwari': 766.99, 'Myra Mehta': 137.22, 'Paresh Rawal': 1562.94, 'Dev Anand': 28.15, ""Enrique D'Cruz"": 908.36, 'Kunal Khanna': 802.86, 'Vandana Luthra': 1266.64, 'Balram Yadav': 1292.39}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",473bbdfb-663f-402f-b09e-c0c7b8823fce,2026-01-13,Volunteer Expense,Stage & Production expense for fest operations,Pihu Verma,5715.07,unequal_percentage,14.0,Sunidhi Chauhan|Dev Anand|Renu Arora|Taapsee Pannu|Leena Chandavarkar|Myra Mehta|Anjali Soni|Udit Narayan|Leena Chandavarkar|Sachin Tendulkar|Shreya Ghoshal|Alka Yagnik|Renu Arora|Anjali Soni,"{'Sunidhi Chauhan': 608.71, 'Dev Anand': 39.44, 'Renu Arora': 53.62, 'Taapsee Pannu': 932.67, 'Leena Chandavarkar': 422.23, 'Myra Mehta': 217.54, 'Anjali Soni': 810.63, 'Udit Narayan': 828.62, 'Sachin Tendulkar': 379.86, 'Shreya Ghoshal': 860.73, 'Alka Yagnik': 60.87}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",9a8b5be5-e958-474f-bcb6-5b995075f214,2026-01-10,Food & Catering,Equipment Rental expense for fest operations,Vandana Luthra,812.15,equal,5.0,Mumtaz Begum|Aanya Singh|Pooja Bhattacharya|Reyansh Gupta|Priya Rao,"{'Mumtaz Begum': 162.43, 'Aanya Singh': 162.43, 'Pooja Bhattacharya': 162.43, 'Reyansh Gupta': 162.43, 'Priya Rao': 162.43}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",da935d5a-8fe1-49da-902d-d3151e28c0e9,2026-01-15,Volunteer Expense,Stage & Production expense for fest operations,Armaan Malik,559.87,equal,12.0,Lakshmi Nambiar|Armaan Malik|Divya Mukherjee|Armaan Malik|Ayaan Khan|Lakshmi Nambiar|Atharva Joshi|Varun Bansal|Preetam Chakraborty|Qasim Ali|Pallavi Shah|Saanvi Gupta,"{'Lakshmi Nambiar': 46.66, 'Armaan Malik': 46.66, 'Divya Mukherjee': 46.66, 'Ayaan Khan': 46.66, 'Atharva Joshi': 46.66, 'Varun Bansal': 46.66, 'Preetam Chakraborty': 46.66, 'Qasim Ali': 46.66, 'Pallavi Shah': 46.66, 'Saanvi Gupta': 46.66}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",37388124-9b26-430e-b5fd-7545474ec54e,2026-01-13,Transport,After Party expense for fest operations,Anjali Soni,5824.63,unequal_percentage,9.0,Meera Krishnan|Yami Gautam|Dev Anand|Myra Mehta|Sunidhi Chauhan|Sachin Tendulkar|Qasim Ali|Kavya Iyer|Adnan Sami,"{'Meera Krishnan': 302.07, 'Yami Gautam': 1001.65, 'Dev Anand': 492.76, 'Myra Mehta': 669.66, 'Sunidhi Chauhan': 436.95, 'Sachin Tendulkar': 65.06, 'Qasim Ali': 1054.45, 'Kavya Iyer': 990.15, 'Adnan Sami': 811.88}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",ba3b1b4c-57f8-4698-8c02-d93f612b1b89,2026-01-11,Stage & Production,Stage & Production expense for fest operations,Anjali Soni,3445.51,unequal_percentage,10.0,Atharva Joshi|Paresh Rawal|Taapsee Pannu|Anjali Soni|Mira Rajput|Kavita Krishnamurthy|Dev Anand|Kavita Krishnamurthy|Adnan Sami|Yami Gautam,"{'Atharva Joshi': 517.64, 'Paresh Rawal': 550.67, 'Taapsee Pannu': 317.07, 'Anjali Soni': 522.91, 'Mira Rajput': 37.46, 'Kavita Krishnamurthy': 525.2, 'Dev Anand': 12.75, 'Adnan Sami': 378.31, 'Yami Gautam': 147.37}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",166c5c02-d1e5-4da5-8b6c-626dcc871d2a,2026-01-11,Sponsorship Expense,Equipment Rental expense for fest operations,Pallavi Shah,2321.14,equal,4.0,Vivaan Mehta|Vivaan Mehta|Pihu Verma|Diljit Dosanjh,"{'Vivaan Mehta': 580.28, 'Pihu Verma': 580.28, 'Diljit Dosanjh': 580.28}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",09537610-83ac-4f65-9442-b7f0ce7e3d8f,2026-01-15,Food & Catering,Food & Catering expense for fest operations,Ayaan Khan,4671.93,equal,3.0,Diljit Dosanjh|Kavya Iyer|Vivaan Mehta,"{'Diljit Dosanjh': 1557.31, 'Kavya Iyer': 1557.31, 'Vivaan Mehta': 1557.31}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",7d834f05-cb60-47f7-9d8b-09114dc27294,2026-01-12,Marketing,Marketing expense for fest operations,Udit Narayan,1633.84,unequal_percentage,8.0,Lokesh Rahul|Kavya Iyer|Sunidhi Chauhan|Mumtaz Begum|Kiara Advani|Kavita Krishnamurthy|Saanvi Gupta|Balram Yadav,"{'Lokesh Rahul': 82.28, 'Kavya Iyer': 308.18, 'Sunidhi Chauhan': 356.48, 'Mumtaz Begum': 214.45, 'Kiara Advani': 75.38, 'Kavita Krishnamurthy': 135.68, 'Saanvi Gupta': 46.21, 'Balram Yadav': 415.18}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",f3c0f3f3-f715-4c3a-986f-440690af186a,2026-01-13,Marketing,Volunteer Expense expense for fest operations,Pihu Verma,491.85,equal,4.0,Sachin Tendulkar|Lokesh Rahul|Preetam Chakraborty|Sunidhi Chauhan,"{'Sachin Tendulkar': 122.96, 'Lokesh Rahul': 122.96, 'Preetam Chakraborty': 122.96, 'Sunidhi Chauhan': 122.96}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",b922af19-d95d-499e-b5e3-4845fc002a75,2026-01-11,Printing & Merchandise,Stage & Production expense for fest operations,Vivaan Mehta,9730.79,equal,3.0,Myra Mehta|Kavya Iyer|Vijaya Balan,"{'Myra Mehta': 3243.6, 'Kavya Iyer': 3243.6, 'Vijaya Balan': 3243.6}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",869cbdbb-58e3-4e3b-baf6-defcf6e34573,2026-01-11,Printing & Merchandise,Printing & Merchandise expense for fest operations,Sunidhi Chauhan,2501.27,equal,3.0,Myra Mehta|Anjali Soni|Renu Arora,"{'Myra Mehta': 833.76, 'Anjali Soni': 833.76, 'Renu Arora': 833.76}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",2f66ef13-afac-41dc-a73a-acc3a685c5ea,2026-01-13,After Party,Volunteer Expense expense for fest operations,Divya Mukherjee,5133.91,equal,4.0,Vandana Luthra|Alka Yagnik|Rahul Tiwari|Udit Narayan,"{'Vandana Luthra': 1283.48, 'Alka Yagnik': 1283.48, 'Rahul Tiwari': 1283.48, 'Udit Narayan': 1283.48}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",4a8ae347-b891-40a4-b883-bfc2e8884784,2026-01-13,Accommodation,Sponsorship Expense expense for fest operations,Kavita Krishnamurthy,1823.93,unequal_percentage,12.0,Taapsee Pannu|Udit Narayan|Priya Rao|Vivaan Mehta|Kunal Khanna|Taapsee Pannu|Yami Gautam|Vandana Luthra|Kavita Krishnamurthy|Saanvi Gupta|Varun Bansal|Balram Yadav,"{'Taapsee Pannu': 60.35, 'Udit Narayan': 178.94, 'Priya Rao': 114.1, 'Vivaan Mehta': 197.46, 'Kunal Khanna': 225.78, 'Yami Gautam': 214.31, 'Vandana Luthra': 63.32, 'Kavita Krishnamurthy': 29.96, 'Saanvi Gupta': 134.26, 'Varun Bansal': 141.61, 'Balram Yadav': 259.48}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",4d541ae0-1161-4283-b2b3-92858c3ef466,2026-01-11,Accommodation,Sponsorship Expense expense for fest operations,Preetam Chakraborty,5724.26,unequal_percentage,9.0,Pooja Bhattacharya|Shreya Ghoshal|Rahul Tiwari|Atharva Joshi|Adnan Sami|Vandana Luthra|Shreya Ghoshal|Kavita Krishnamurthy|Rahul Tiwari,"{'Pooja Bhattacharya': 483.94, 'Shreya Ghoshal': 596.5, 'Rahul Tiwari': 622.71, 'Atharva Joshi': 574.7, 'Adnan Sami': 73.4, 'Vandana Luthra': 1034.38, 'Kavita Krishnamurthy': 1081.73}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",409678cf-a680-4672-a48a-a8576f063927,2026-01-10,Equipment Rental,Sponsorship Expense expense for fest operations,Vijaya Balan,22.52,equal,10.0,Myra Mehta|Reyansh Gupta|Urvashi Rautela|Renu Arora|Yami Gautam|Pihu Verma|Alka Yagnik|Armaan Malik|Rahul Tiwari|Alka Yagnik,"{'Myra Mehta': 2.25, 'Reyansh Gupta': 2.25, 'Urvashi Rautela': 2.25, 'Renu Arora': 2.25, 'Yami Gautam': 2.25, 'Pihu Verma': 2.25, 'Alka Yagnik': 2.25, 'Armaan Malik': 2.25, 'Rahul Tiwari': 2.25}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",94451444-f680-404a-a744-5671b54dcb70,2026-01-10,After Party,Transport expense for fest operations,Alka Yagnik,7772.87,equal,10.0,Sonu Nigam|Rishaan Nair|Lakshmi Nambiar|Reyansh Gupta|Preetam Chakraborty|Mira Rajput|Meera Krishnan|Leena Chandavarkar|Urvashi Rautela|Lakshmi Nambiar,"{'Sonu Nigam': 777.29, 'Rishaan Nair': 777.29, 'Lakshmi Nambiar': 777.29, 'Reyansh Gupta': 777.29, 'Preetam Chakraborty': 777.29, 'Mira Rajput': 777.29, 'Meera Krishnan': 777.29, 'Leena Chandavarkar': 777.29, 'Urvashi Rautela': 777.29}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
TechFusion 2026 - Inter College Fest,"Mumbai, India",c81fd5d6-27a6-4809-98ec-9a9f8161e0dc,2026-01-10,After Party,Stage & Production expense for fest operations,Alka Yagnik,5678.67,unequal_percentage,9.0,Ayaan Khan|Kiara Advani|Vivaan Mehta|Divya Mukherjee|Adnan Sami|Pihu Verma|Renu Arora|Renu Arora|Sunidhi Chauhan,"{'Ayaan Khan': 226.34, 'Kiara Advani': 599.91, 'Vivaan Mehta': 521.41, 'Divya Mukherjee': 753.79, 'Adnan Sami': 835.32, 'Pihu Verma': 917.12, 'Renu Arora': 883.92, 'Sunidhi Chauhan': 818.76}",Dataset/SmartSettle_MultiScenario_RealNames_INR (1).csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
